image_id,parent_image_id,label,class_name_readable,relative_path,image_path,source,generation_method,external_generator_note
synthetic_3341_0,3341,57,Pigeon Guillemot,class_057\img03341_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_057\img03341_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_3422_0,3422,58,California Gull,class_058\img03422_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_058\img03422_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_3375_0,3375,58,California Gull,class_058\img03375_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_058\img03375_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_3443_0,3443,59,Glaucous winged Gull,class_059\img03443_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_059\img03443_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_3486_0,3486,59,Glaucous winged Gull,class_059\img03486_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_059\img03486_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_3540_0,3540,60,Heermann Gull,class_060\img03540_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_060\img03540_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_3532_0,3532,60,Heermann Gull,class_060\img03532_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_060\img03532_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_3569_0,3569,61,Herring Gull,class_061\img03569_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_061\img03569_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_3572_0,3572,61,Herring Gull,class_061\img03572_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_061\img03572_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_3645_0,3645,62,Ivory Gull,class_062\img03645_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_062\img03645_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_3608_0,3608,62,Ivory Gull,class_062\img03608_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_062\img03608_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_3725_0,3725,63,Ring billed Gull,class_063\img03725_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_063\img03725_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_3692_0,3692,63,Ring billed Gull,class_063\img03692_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_063\img03692_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_3731_0,3731,64,Slaty backed Gull,class_064\img03731_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_064\img03731_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_3740_0,3740,64,Slaty backed Gull,class_064\img03740_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_064\img03740_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_3781_0,3781,65,Western Gull,class_065\img03781_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_065\img03781_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_3811_0,3811,65,Western Gull,class_065\img03811_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_065\img03811_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_3850_0,3850,66,Anna Hummingbird,class_066\img03850_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_066\img03850_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_3872_0,3872,66,Anna Hummingbird,class_066\img03872_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_066\img03872_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_3950_0,3950,67,Ruby throated Hummingbird,class_067\img03950_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_067\img03950_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_3910_0,3910,67,Ruby throated Hummingbird,class_067\img03910_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_067\img03910_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_3966_0,3966,68,Rufous Hummingbird,class_068\img03966_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_068\img03966_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_3961_0,3961,68,Rufous Hummingbird,class_068\img03961_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_068\img03961_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_4027_0,4027,69,Green Violetear,class_069\img04027_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_069\img04027_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_4068_0,4068,69,Green Violetear,class_069\img04068_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_069\img04068_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_4093_0,4093,70,Long tailed Jaeger,class_070\img04093_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_070\img04093_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_4100_0,4100,70,Long tailed Jaeger,class_070\img04100_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_070\img04100_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_4137_0,4137,71,Pomarine Jaeger,class_071\img04137_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_071\img04137_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_4149_0,4149,71,Pomarine Jaeger,class_071\img04149_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_071\img04149_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_4254_0,4254,72,Blue Jay,class_072\img04254_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_072\img04254_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_4197_0,4197,72,Blue Jay,class_072\img04197_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_072\img04197_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_4268_0,4268,73,Florida Jay,class_073\img04268_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_073\img04268_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_4291_0,4291,73,Florida Jay,class_073\img04291_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_073\img04291_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_4324_0,4324,74,Green Jay,class_074\img04324_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_074\img04324_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_4334_0,4334,74,Green Jay,class_074\img04334_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_074\img04334_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_4415_0,4415,75,Dark eyed Junco,class_075\img04415_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_075\img04415_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_4380_0,4380,75,Dark eyed Junco,class_075\img04380_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_075\img04380_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_4483_0,4483,76,Tropical Kingbird,class_076\img04483_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_076\img04483_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_4491_0,4491,76,Tropical Kingbird,class_076\img04491_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_076\img04491_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_4524_0,4524,77,Gray Kingbird,class_077\img04524_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_077\img04524_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_4540_0,4540,77,Gray Kingbird,class_077\img04540_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_077\img04540_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_4604_0,4604,78,Belted Kingfisher,class_078\img04604_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_078\img04604_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_4563_0,4563,78,Belted Kingfisher,class_078\img04563_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_078\img04563_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_4639_0,4639,79,Green Kingfisher,class_079\img04639_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_079\img04639_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_4659_0,4659,79,Green Kingfisher,class_079\img04659_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_079\img04659_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_4712_0,4712,80,Pied Kingfisher,class_080\img04712_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_080\img04712_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_4680_0,4680,80,Pied Kingfisher,class_080\img04680_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_080\img04680_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_4769_0,4769,81,Ringed Kingfisher,class_081\img04769_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_081\img04769_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_4756_0,4756,81,Ringed Kingfisher,class_081\img04756_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_081\img04756_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_4803_0,4803,82,White breasted Kingfisher,class_082\img04803_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_082\img04803_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_4828_0,4828,82,White breasted Kingfisher,class_082\img04828_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_082\img04828_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_4887_0,4887,83,Red legged Kittiwake,class_083\img04887_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_083\img04887_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_4897_0,4897,83,Red legged Kittiwake,class_083\img04897_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_083\img04897_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_4964_0,4964,84,Horned Lark,class_084\img04964_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_084\img04964_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_4948_0,4948,84,Horned Lark,class_084\img04948_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_084\img04948_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_5022_0,5022,85,Pacific Loon,class_085\img05022_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_085\img05022_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_4997_0,4997,85,Pacific Loon,class_085\img04997_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_085\img04997_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_5052_0,5052,86,Mallard,class_086\img05052_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_086\img05052_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_5065_0,5065,86,Mallard,class_086\img05065_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_086\img05065_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_5112_0,5112,87,Western Meadowlark,class_087\img05112_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_087\img05112_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_5130_0,5130,87,Western Meadowlark,class_087\img05130_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_087\img05130_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_5158_0,5158,88,Hooded Merganser,class_088\img05158_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_088\img05158_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_5173_0,5173,88,Hooded Merganser,class_088\img05173_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_088\img05173_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_5217_0,5217,89,Red breasted Merganser,class_089\img05217_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_089\img05217_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_5244_0,5244,89,Red breasted Merganser,class_089\img05244_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_089\img05244_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_5288_0,5288,90,Mockingbird,class_090\img05288_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_090\img05288_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_5310_0,5310,90,Mockingbird,class_090\img05310_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_090\img05310_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_5356_0,5356,91,Nighthawk,class_091\img05356_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_091\img05356_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_5375_0,5375,91,Nighthawk,class_091\img05375_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_091\img05375_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_5417_0,5417,92,Clark Nutcracker,class_092\img05417_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_092\img05417_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_5418_0,5418,92,Clark Nutcracker,class_092\img05418_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_092\img05418_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_5495_0,5495,93,White breasted Nuthatch,class_093\img05495_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_093\img05495_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_5462_0,5462,93,White breasted Nuthatch,class_093\img05462_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_093\img05462_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_5512_0,5512,94,Baltimore Oriole,class_094\img05512_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_094\img05512_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_5561_0,5561,94,Baltimore Oriole,class_094\img05561_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_094\img05561_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_5621_0,5621,95,Hooded Oriole,class_095\img05621_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_095\img05621_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_5607_0,5607,95,Hooded Oriole,class_095\img05607_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_095\img05607_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_5663_0,5663,96,Orchard Oriole,class_096\img05663_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_096\img05663_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_5675_0,5675,96,Orchard Oriole,class_096\img05675_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_096\img05675_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_5701_0,5701,97,Scott Oriole,class_097\img05701_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_097\img05701_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_5699_0,5699,97,Scott Oriole,class_097\img05699_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_097\img05699_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_5782_0,5782,98,Ovenbird,class_098\img05782_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_098\img05782_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_5756_0,5756,98,Ovenbird,class_098\img05756_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_098\img05756_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_5825_0,5825,99,Brown Pelican,class_099\img05825_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_099\img05825_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_5824_0,5824,99,Brown Pelican,class_099\img05824_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_099\img05824_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_5892_0,5892,100,White Pelican,class_100\img05892_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_100\img05892_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_5872_0,5872,100,White Pelican,class_100\img05872_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_100\img05872_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_5916_0,5916,101,Western Wood Pewee,class_101\img05916_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_101\img05916_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_5948_0,5948,101,Western Wood Pewee,class_101\img05948_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_101\img05948_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_6006_0,6006,102,Sayornis,class_102\img06006_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_102\img06006_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_5980_0,5980,102,Sayornis,class_102\img05980_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_102\img05980_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_6064_0,6064,103,American Pipit,class_103\img06064_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_103\img06064_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_6083_0,6083,103,American Pipit,class_103\img06083_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_103\img06083_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_6120_0,6120,104,Whip poor Will,class_104\img06120_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_104\img06120_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_6110_0,6110,104,Whip poor Will,class_104\img06110_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_104\img06110_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_6188_0,6188,105,Horned Puffin,class_105\img06188_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_105\img06188_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_6181_0,6181,105,Horned Puffin,class_105\img06181_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_105\img06181_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_6238_0,6238,106,Common Raven,class_106\img06238_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_106\img06238_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_6243_0,6243,106,Common Raven,class_106\img06243_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_106\img06243_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_6291_0,6291,107,White necked Raven,class_107\img06291_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_107\img06291_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_6277_0,6277,107,White necked Raven,class_107\img06277_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_107\img06277_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_6349_0,6349,108,American Redstart,class_108\img06349_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_108\img06349_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_6328_0,6328,108,American Redstart,class_108\img06328_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_108\img06328_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_6391_0,6391,109,Geococcyx,class_109\img06391_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_109\img06391_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_6441_0,6441,109,Geococcyx,class_109\img06441_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_109\img06441_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_6478_0,6478,110,Loggerhead Shrike,class_110\img06478_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_110\img06478_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_6489_0,6489,110,Loggerhead Shrike,class_110\img06489_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_110\img06489_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_6539_0,6539,111,Great Grey Shrike,class_111\img06539_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_111\img06539_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_6535_0,6535,111,Great Grey Shrike,class_111\img06535_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_111\img06535_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_6572_0,6572,112,Baird Sparrow,class_112\img06572_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_112\img06572_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_6598_0,6598,112,Baird Sparrow,class_112\img06598_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_112\img06598_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_6633_0,6633,113,Black throated Sparrow,class_113\img06633_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_113\img06633_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_6654_0,6654,113,Black throated Sparrow,class_113\img06654_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_113\img06654_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_6715_0,6715,114,Brewer Sparrow,class_114\img06715_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_114\img06715_aug00.jpg,synthetic,foreground_preserving_background_swap,
synthetic_6726_0,6726,114,Brewer Sparrow,class_114\img06726_aug00.jpg,C:\Users\abuba\OneDrive\Desktop\GEN_AI\project\outputs\samples\synthetic_candidates\class_114\img06726_aug00.jpg,synthetic,foreground_preserving_background_swap,
